purchase_date,checkout_instances,cat_electronics,cat_home,cat_clothing,cat_books,avg_revenue_per_unit,units_sold,revenue,credit_instances,crypto_instances,paypal_instances,cash_instances,total_returns,churned,retained
2022-10-26,166,32,38,43,53,239.35542168674698,497,454293,63,14,51,38,69.000000000000000000,34,132
2020-10-12,196,39,44,62,51,255.51530612244898,576,545971,93,15,46,42,75.000000000000000000,45,151
2022-06-12,199,36,46,59,58,268.97989949748745,583,514132,89,14,56,40,81.000000000000000000,35,164
2023-03-20,172,33,35,53,51,262.58720930232556,535,482800,69,17,59,27,74.000000000000000000,38,134
2023-02-19,188,32,36,69,51,267.1010638297872,539,478535,76,20,58,34,81.000000000000000000,47,141
2020-03-22,191,37,41,60,53,244.15706806282722,591,502274,71,22,52,46,82.000000000000000000,48,143
2022-10-21,206,37,50,58,61,251.11165048543688,611,581455,76,24,59,47,70.000000000000000000,48,158
2022-07-02,177,38,38,50,51,236.1129943502825,525,474489,73,20,56,28,82.000000000000000000,36,141
2021-03-30,172,33,41,41,57,248.15116279069767,493,461736,62,12,58,40,67.000000000000000000,27,145
2021-08-28,185,35,40,51,59,255.95135135135135,547,531794,76,17,57,35,73.000000000000000000,36,149
2020-06-09,198,38,34,65,61,242.4949494949495,631,521575,76,25,62,35,88.000000000000000000,30,168
2021-08-30,199,32,46,59,62,259.3718592964824,597,503218,77,21,55,46,69.000000000000000000,43,156
2021-07-25,199,53,35,58,53,255.26633165829145,597,551443,84,22,55,38,89.000000000000000000,26,173
2021-10-17,181,38,45,42,56,253.71270718232043,555,492331,78,14,60,29,72.000000000000000000,43,138
2022-03-07,162,32,27,53,50,270.74691358024694,486,469772,72,12,47,31,71.000000000000000000,35,127
2020-01-03,194,42,34,60,58,249.21134020618555,588,509638,75,15,65,39,80.000000000000000000,40,154
2020-01-07,181,45,34,51,51,239.96132596685084,539,479359,73,18,58,32,72.000000000000000000,34,147
2022-06-11,192,35,41,60,56,263.4895833333333,595,560174,70,16,69,37,73.000000000000000000,46,146
2021-05-04,192,40,46,52,54,252.421875,577,517268,90,14,57,31,84.000000000000000000,40,152
2021-03-18,177,30,36,55,56,254.78531073446328,525,453291,67,19,52,39,80.000000000000000000,42,135
2021-03-05,210,35,43,65,67,253.3,591,565233,79,19,60,52,85.000000000000000000,40,170
2023-08-25,187,32,42,52,61,259.8288770053476,584,522627,73,21,55,38,84.000000000000000000,32,155
2021-04-16,201,35,35,71,60,278.1940298507463,606,567106,89,27,52,33,67.000000000000000000,40,161
2020-02-08,177,45,31,63,38,238.2316384180791,533,477828,78,20,50,29,67.000000000000000000,38,139
2022-03-27,195,27,38,69,61,264.0051282051282,570,540480,76,26,51,42,81.000000000000000000,38,157
2021-12-30,186,40,34,54,58,263.03225806451616,567,488594,75,15,51,45,76.000000000000000000,34,152
2020-01-05,178,36,35,54,53,246.79775280898878,543,479006,76,15,52,35,81.000000000000000000,36,142
2021-08-02,202,50,45,60,47,258.95544554455444,583,513197,82,21,59,40,86.000000000000000000,37,165
2023-05-26,203,48,37,53,65,250.07881773399015,588,531695,75,21,73,34,91.000000000000000000,41,162
2021-10-25,172,26,35,57,54,242.77325581395348,521,452468,61,21,47,43,73.000000000000000000,34,138
2020-05-04,186,40,36,51,59,240.48924731182797,569,504372,77,18,54,37,83.000000000000000000,39,147
2022-12-27,166,40,29,45,52,265.49397590361446,491,450417,64,12,52,38,75.000000000000000000,27,139
2021-10-31,181,41,29,50,61,258.939226519337,525,511639,80,21,38,42,76.000000000000000000,43,138
2020-03-08,162,29,34,56,43,261.18518518518516,459,446968,70,13,48,31,56.000000000000000000,38,124
2022-06-07,203,46,51,59,47,261.9605911330049,620,568720,84,14,66,39,90.000000000000000000,35,168
2021-02-20,194,41,37,57,59,271.27319587628864,607,535750,62,29,58,45,77.000000000000000000,41,153
2022-09-14,168,46,17,53,52,251.79166666666666,499,462248,59,16,51,42,54.000000000000000000,27,141
2020-12-19,184,34,36,60,54,249.7445652173913,542,500523,86,13,49,36,74.000000000000000000,40,144
2021-01-09,192,42,38,62,50,254.85416666666666,584,521251,74,23,62,33,65.000000000000000000,42,150
2020-11-18,187,32,42,45,68,266.0802139037433,591,498898,81,22,42,42,80.000000000000000000,39,148
2023-06-16,169,39,26,52,52,249.20118343195267,490,467048,70,18,51,30,62.000000000000000000,24,145
2021-11-08,205,41,38,64,62,250.6,634,557162,95,13,54,43,90.000000000000000000,33,172
2023-05-10,181,36,34,57,54,250.66298342541435,556,474132,65,18,58,40,71.000000000000000000,41,140
2022-05-05,195,42,36,46,71,238.52307692307693,599,505191,69,28,61,37,66.000000000000000000,40,155
2020-07-16,190,33,47,50,60,258.29473684210524,587,516546,77,20,56,37,75.000000000000000000,44,146
2022-07-03,194,45,39,65,45,238.62886597938143,587,530345,76,16,65,37,82.000000000000000000,41,153
2022-07-08,226,48,38,71,69,256.7787610619469,654,646069,87,18,79,42,83.000000000000000000,51,175
2023-02-24,164,34,35,42,53,257.0182926829268,489,498395,68,20,44,32,64.000000000000000000,32,132
2023-02-11,200,39,39,60,62,262.315,599,551274,82,19,58,41,77.000000000000000000,46,154
2022-12-24,178,42,31,58,47,246.75842696629215,549,527346,66,14,60,38,63.000000000000000000,31,147
2020-04-03,181,40,37,54,50,235.5414364640884,552,469184,76,23,47,35,71.000000000000000000,24,157
2022-12-15,188,30,45,61,52,256.1914893617021,552,506144,64,27,54,43,79.000000000000000000,43,145
2023-05-29,172,41,36,46,49,259.9418604651163,544,474945,69,19,59,25,72.000000000000000000,30,142
2022-05-28,184,48,26,45,65,259.1902173913044,555,481605,73,21,52,38,87.000000000000000000,29,155
2021-04-17,167,31,31,53,52,266.41317365269464,510,478197,70,16,47,34,64.000000000000000000,39,128
2021-05-23,156,37,23,50,46,265.71153846153845,444,426071,66,14,44,32,58.000000000000000000,28,128
2023-05-25,174,37,42,55,40,260.5402298850575,503,489795,66,13,64,31,64.000000000000000000,40,134
2021-04-13,179,30,33,63,53,274.5754189944134,554,492079,73,18,52,36,76.000000000000000000,31,148
2021-10-03,180,36,29,54,61,252.2277777777778,536,484517,81,16,44,39,76.000000000000000000,36,144
2023-05-12,187,38,31,55,63,242.5668449197861,567,477075,74,17,58,38,70.000000000000000000,35,152
2020-03-30,175,35,35,47,58,268.69714285714286,515,507234,76,20,44,35,74.000000000000000000,31,144
2020-06-22,163,37,27,54,45,258.4233128834356,515,425271,77,13,38,35,69.000000000000000000,30,133
2022-10-10,206,32,44,70,60,259.18932038834953,592,548003,78,20,66,42,69.000000000000000000,51,155
2020-07-25,176,41,37,46,52,260.53409090909093,495,492124,59,19,57,41,79.000000000000000000,24,152
2021-12-11,177,34,27,59,57,262.2090395480226,525,451618,73,21,59,24,68.000000000000000000,41,136
2022-07-17,186,38,48,43,57,276.43548387096774,542,515102,83,12,55,36,86.000000000000000000,27,159
2021-10-24,187,39,30,61,57,255.1764705882353,553,519959,70,22,57,38,77.000000000000000000,34,153
2022-09-01,181,33,37,66,45,238.47513812154696,554,459830,72,21,49,39,65.000000000000000000,40,141
2020-04-27,178,40,26,66,46,249.08426966292134,550,501866,68,16,60,34,73.000000000000000000,28,150
2022-04-30,173,40,33,49,51,243.48554913294797,483,454150,72,16,53,32,59.000000000000000000,25,148
2022-03-08,190,33,46,50,61,255.17368421052632,543,551938,76,18,49,47,74.000000000000000000,35,155
2020-11-04,192,44,38,57,53,255.98958333333334,597,522662,82,24,47,39,79.000000000000000000,33,159
2021-01-01,184,39,42,53,50,262.6195652173913,581,488469,71,18,58,37,70.000000000000000000,33,151
2021-03-08,177,38,36,47,56,256.3785310734463,514,477881,64,23,46,44,78.000000000000000000,37,140
2023-05-23,185,35,32,58,60,275.3621621621622,568,480385,81,21,55,28,74.000000000000000000,21,164
2020-09-11,208,39,38,59,72,264.9567307692308,583,572605,94,23,56,35,91.000000000000000000,49,159
2022-08-28,192,38,36,57,61,280.7239583333333,570,500316,82,16,53,41,81.000000000000000000,43,149
2022-11-03,177,31,34,56,56,265.28248587570624,533,441631,74,17,47,39,72.000000000000000000,33,144
2021-10-21,184,36,46,49,53,257.0326086956522,570,510960,80,13,54,37,69.000000000000000000,26,158
2021-04-06,178,39,40,57,42,245.74719101123594,513,515395,74,14,61,29,76.000000000000000000,33,145
2021-12-13,202,39,35,66,62,253.4257425742574,619,524329,88,15,63,36,68.000000000000000000,40,162
2023-01-31,167,37,27,51,52,240.4311377245509,495,456794,57,17,61,32,63.000000000000000000,42,125
2022-08-23,173,40,38,43,52,246.36994219653178,505,463911,78,11,46,38,71.000000000000000000,41,132
2020-12-15,204,40,39,63,62,265.97549019607845,645,582552,83,14,57,50,90.000000000000000000,54,150
2022-01-03,174,38,33,58,45,244.26436781609195,532,489828,76,13,54,31,63.000000000000000000,33,141
2020-08-15,177,38,42,51,46,252.3954802259887,514,510921,67,22,54,34,68.000000000000000000,43,134
2022-02-27,172,32,21,55,64,258.58720930232556,556,474384,72,19,54,27,64.000000000000000000,26,146
2021-01-30,171,24,42,44,61,254.6783625730994,540,447681,82,13,50,26,64.000000000000000000,40,131
2020-12-31,220,44,48,56,72,266.7409090909091,677,602986,87,26,78,29,79.000000000000000000,36,184
2022-02-08,170,33,36,58,43,232.1705882352941,518,473005,85,14,44,27,62.000000000000000000,34,136
2020-09-25,184,43,47,45,49,243.66847826086956,546,515797,69,16,60,39,87.000000000000000000,42,142
2021-02-08,184,38,26,55,65,246.67934782608697,546,491561,72,13,61,38,75.000000000000000000,34,150
2020-09-22,189,33,42,39,75,266.18518518518516,585,542030,74,17,61,37,82.000000000000000000,35,154
2020-05-11,163,38,36,47,42,275.04294478527606,489,444458,66,16,46,35,76.000000000000000000,31,132
2022-02-14,191,36,42,63,50,260.0785340314136,581,482880,87,15,52,37,66.000000000000000000,42,149
2020-02-20,201,39,42,66,54,257.681592039801,624,521981,72,27,65,37,72.000000000000000000,37,164
2020-04-15,182,44,39,49,50,258.52197802197804,516,490085,77,21,51,33,78.000000000000000000,34,148
2020-01-06,207,37,45,66,59,279.52657004830917,607,565318,85,16,57,49,81.000000000000000000,30,177
2020-06-24,164,29,37,45,53,248.8658536585366,477,423600,62,22,52,28,68.000000000000000000,31,133
2020-09-05,216,46,47,54,69,251.32407407407408,638,547717,91,21,63,41,77.000000000000000000,45,171
2022-07-04,157,35,27,52,43,259.52866242038215,494,407101,69,12,42,34,66.000000000000000000,29,128
2021-01-26,173,27,35,44,67,247.08670520231215,520,482764,76,14,49,34,73.000000000000000000,35,138
2021-05-06,175,37,33,56,49,254.30285714285714,513,488556,72,17,46,40,72.000000000000000000,43,132
2021-12-03,155,27,37,48,43,248.7483870967742,473,455408,60,18,48,29,63.000000000000000000,31,124
2021-09-07,160,30,31,49,50,260.9875,464,423016,68,19,47,26,75.000000000000000000,39,121
2020-02-22,185,31,37,56,61,260.9081081081081,539,488270,69,17,65,34,72.000000000000000000,32,153
2021-09-24,181,41,31,55,54,253.32596685082873,543,489575,64,14,65,38,72.000000000000000000,29,152
2020-06-07,149,33,26,50,40,249.75838926174498,491,428386,65,10,47,27,57.000000000000000000,24,125
2021-02-09,184,38,33,62,51,226.3858695652174,518,507265,65,18,55,46,63.000000000000000000,26,158
2020-03-17,189,42,33,54,60,252.02116402116403,554,520007,74,22,61,32,74.000000000000000000,36,153
2021-02-11,179,40,31,65,43,254.70391061452514,537,496089,74,17,47,41,73.000000000000000000,38,141
2020-07-17,180,45,30,47,58,259.02777777777777,580,517094,76,21,57,26,77.000000000000000000,39,141
2020-05-02,193,38,32,58,65,270.94300518134713,563,493993,75,20,62,36,80.000000000000000000,41,152
2022-09-02,185,32,32,73,48,231.27027027027026,580,479931,83,16,54,32,75.000000000000000000,37,148
2021-06-09,179,34,27,53,65,262.22346368715085,540,519510,76,21,53,29,73.000000000000000000,33,146
2021-03-23,193,46,37,53,57,259.020725388601,560,521815,73,17,66,37,76.000000000000000000,40,153
2023-02-21,206,43,48,69,46,247.74757281553397,577,553970,83,17,67,39,77.000000000000000000,36,170
2022-11-11,181,29,38,50,64,263.1988950276243,538,465673,70,24,52,35,81.000000000000000000,35,146
2021-06-14,169,30,42,46,51,276.7396449704142,519,456476,64,20,56,29,69.000000000000000000,33,136
2022-02-13,167,30,34,55,48,259.61077844311376,500,434101,67,18,54,28,67.000000000000000000,36,131
2023-05-11,188,27,43,55,63,257.52127659574467,543,460794,70,22,60,36,75.000000000000000000,34,154
2020-02-10,197,44,43,51,59,272.21319796954316,583,533964,87,13,68,29,75.000000000000000000,49,148
2021-11-02,179,44,36,41,58,248,548,504550,68,18,54,39,71.000000000000000000,42,137
2023-02-09,195,34,45,57,59,245.6871794871795,589,526303,77,30,44,44,79.000000000000000000,35,160
2023-02-04,177,41,23,52,61,241.1581920903955,518,455664,71,16,53,37,74.000000000000000000,29,148
2022-04-23,182,45,26,54,57,246.12637362637363,527,479798,68,18,59,37,72.000000000000000000,29,153
2023-09-07,182,37,46,47,52,259.5054945054945,543,513647,71,14,59,38,68.000000000000000000,29,153
2021-04-18,190,38,34,56,62,254.07894736842104,562,488342,66,20,62,42,78.000000000000000000,30,160
2022-10-04,181,31,37,59,54,274.7900552486188,567,531560,67,23,59,32,58.000000000000000000,34,147
2020-03-27,179,35,39,53,52,266.44692737430165,569,499374,85,13,63,18,75.000000000000000000,29,150
2022-02-09,189,38,52,48,51,242.3068783068783,563,493262,70,18,59,42,65.000000000000000000,43,146
2020-07-07,170,27,35,57,51,257.99411764705883,518,433801,83,19,38,30,73.000000000000000000,36,134
2021-10-06,200,52,34,67,47,245.005,596,522635,72,24,66,38,71.000000000000000000,32,168
2020-11-20,190,39,33,59,59,259.61578947368423,569,543551,76,14,50,50,74.000000000000000000,33,157
2020-07-11,197,35,35,60,67,231.7258883248731,605,544095,82,11,61,43,87.000000000000000000,47,150
2021-12-25,173,34,38,44,57,232.70520231213874,526,487562,63,17,43,50,61.000000000000000000,41,132
2022-08-01,155,45,30,39,41,265.7806451612903,449,423200,70,15,41,29,77.000000000000000000,33,122
2023-01-03,167,37,31,55,44,243.8682634730539,503,437572,69,22,47,29,65.000000000000000000,37,130
2023-04-25,169,39,28,48,54,260.905325443787,530,482447,64,13,59,33,80.000000000000000000,27,142
2022-07-21,186,28,39,52,67,261.0806451612903,530,468511,67,16,66,37,70.000000000000000000,37,149
2021-07-27,162,38,38,38,48,248.2037037037037,478,448601,72,12,48,30,66.000000000000000000,35,127
2023-06-14,183,38,23,58,64,248.66666666666666,567,499745,68,17,59,39,68.000000000000000000,44,139
2021-07-14,174,32,38,49,55,246.41379310344828,508,490228,72,19,54,29,60.000000000000000000,41,133
2021-10-16,184,26,41,58,59,251.47826086956522,562,509020,68,13,66,37,66.000000000000000000,33,151
2020-09-18,202,48,40,51,63,262.08415841584156,600,529316,67,18,80,37,88.000000000000000000,35,167
2023-05-08,164,39,28,56,41,250.54268292682926,518,425820,61,13,51,39,71.000000000000000000,32,132
2021-08-11,195,41,35,50,69,260.8666666666667,594,539173,71,26,59,39,73.000000000000000000,42,153
2021-02-17,205,45,36,59,65,247.59024390243903,612,582334,93,13,55,44,77.000000000000000000,51,154
2023-07-03,183,47,28,43,65,241.8306010928962,567,489818,81,25,50,27,67.000000000000000000,42,141
2022-01-25,177,38,34,50,55,251.40112994350284,526,471161,75,16,51,35,69.000000000000000000,37,140
2022-06-09,198,44,29,56,69,246.62626262626262,570,538946,76,23,71,28,85.000000000000000000,44,154
2022-02-20,187,30,40,60,57,241.19251336898395,542,492874,76,18,59,34,70.000000000000000000,39,148
2021-02-25,158,36,28,49,45,240.29746835443038,497,432187,65,19,43,31,45.000000000000000000,35,123
2021-11-14,193,41,33,67,52,276.68911917098444,573,525152,72,18,70,33,63.000000000000000000,41,152
2023-06-15,195,40,37,55,63,261.7641025641026,575,551128,72,19,64,40,73.000000000000000000,40,155
2022-04-11,157,34,30,49,44,248.3184713375796,505,424411,58,18,49,32,63.000000000000000000,37,120
2020-09-28,204,38,36,68,62,257.45588235294116,590,552648,82,26,64,32,77.000000000000000000,34,170
2021-09-17,192,40,31,63,58,260.3229166666667,544,506698,82,18,58,34,78.000000000000000000,38,154
2020-12-28,210,51,41,61,57,255.21428571428572,654,576832,87,24,59,40,79.000000000000000000,30,180
2023-09-13,183,32,36,56,59,269.2021857923497,550,504754,68,15,64,36,83.000000000000000000,27,156
2022-12-03,168,37,40,50,41,267.1190476190476,512,476591,68,14,50,36,60.000000000000000000,30,138
2023-08-27,178,30,39,54,55,239.7865168539326,558,483204,74,25,45,34,79.000000000000000000,33,145
2023-06-03,199,33,44,53,69,258.4824120603015,605,581919,86,16,48,49,78.000000000000000000,40,159
2020-08-01,176,39,46,41,50,215.5,518,477001,76,14,57,29,58.000000000000000000,33,143
2022-08-09,174,38,28,67,41,256.1551724137931,523,447916,63,15,56,40,78.000000000000000000,35,139
2020-05-05,183,33,33,60,57,249.2295081967213,562,512950,83,17,47,36,71.000000000000000000,41,142
2021-01-07,163,28,32,56,47,254.65030674846625,465,430209,64,16,49,34,68.000000000000000000,32,131
2021-04-08,188,52,38,57,41,245.80851063829786,526,526226,79,22,46,41,68.000000000000000000,38,150
2020-02-24,199,47,46,56,50,243.75879396984925,625,527526,80,16,74,29,73.000000000000000000,50,149
2021-10-04,194,35,40,57,62,245.43298969072166,567,541456,98,17,52,27,78.000000000000000000,37,157
2020-08-11,159,36,34,45,44,251.65408805031447,521,416108,55,17,58,29,65.000000000000000000,28,131
2020-02-05,176,39,32,50,55,249.8465909090909,542,483614,88,10,39,39,75.000000000000000000,31,145
2022-09-15,183,35,37,62,49,230.86338797814207,527,479949,74,11,64,34,69.000000000000000000,43,140
2022-01-30,205,41,42,59,63,251.10243902439024,589,553233,75,24,66,40,70.000000000000000000,43,162
2020-07-10,163,32,34,52,45,260.0858895705521,499,433271,57,16,58,32,64.000000000000000000,39,124
2023-07-09,208,36,34,74,64,265.9519230769231,635,589421,76,15,77,40,75.000000000000000000,43,165
2023-08-19,179,32,34,52,61,262.463687150838,560,477308,74,18,56,31,70.000000000000000000,41,138
2022-07-25,182,42,31,57,52,247.71428571428572,512,476768,84,19,48,31,73.000000000000000000,45,137
2021-07-21,201,46,51,46,58,253.7910447761194,614,538518,86,18,61,36,81.000000000000000000,33,168
2021-10-09,168,37,29,52,50,262.30357142857144,532,442585,77,17,39,35,67.000000000000000000,35,133
2023-01-13,195,43,33,60,59,255.85641025641024,549,488827,82,20,51,42,78.000000000000000000,45,150
2020-04-07,206,48,40,48,70,251.76699029126215,604,544107,87,20,60,39,79.000000000000000000,33,173
2023-04-03,180,37,27,62,54,259.5888888888889,540,497167,77,18,57,28,72.000000000000000000,38,142
2022-09-21,200,38,45,53,64,252.25,564,515765,96,16,61,27,101.000000000000000000,41,159
2020-12-26,194,40,37,58,59,246.8659793814433,612,502181,73,14,62,45,84.000000000000000000,34,160
2020-06-27,194,48,37,57,52,264.92783505154637,580,533276,84,18,56,36,74.000000000000000000,32,162
2023-03-27,182,28,35,58,61,242.77472527472528,543,529518,68,22,51,41,67.000000000000000000,32,150
2022-01-07,184,41,40,51,52,234.7554347826087,555,498293,70,18,65,31,73.000000000000000000,43,141
2023-03-05,198,35,29,64,70,247.28787878787878,616,551233,70,19,64,45,87.000000000000000000,46,152
2020-05-14,188,33,36,56,63,243.4468085106383,536,499754,73,17,61,37,90.000000000000000000,35,153
2020-08-08,215,52,42,55,66,228.07906976744187,656,595394,79,26,60,50,82.000000000000000000,38,177
2023-01-14,189,36,44,47,62,270.9047619047619,577,497722,78,26,54,31,72.000000000000000000,37,152
2022-05-22,192,47,26,60,59,253.25520833333334,590,527609,76,19,66,31,82.000000000000000000,38,154
2021-09-15,189,40,43,50,56,249.95238095238096,566,500311,72,14,61,42,79.000000000000000000,35,154
2020-12-04,189,36,42,49,62,257.04761904761904,540,530493,78,19,49,43,87.000000000000000000,35,154
2023-02-22,205,46,33,58,68,258.18536585365854,613,550429,86,18,62,39,86.000000000000000000,40,165
2020-08-10,197,34,49,52,62,241.5989847715736,587,541961,73,21,55,48,73.000000000000000000,38,159
2022-09-10,191,32,40,69,50,263.42931937172773,575,532837,72,23,55,41,75.000000000000000000,39,152
2023-06-02,185,25,37,55,68,250.68648648648647,562,507807,67,19,64,35,73.000000000000000000,32,153
2023-08-24,205,47,42,57,59,247.1560975609756,587,572226,83,20,59,43,83.000000000000000000,37,168
2022-11-13,195,36,44,52,63,247.71794871794873,611,541258,80,22,58,35,68.000000000000000000,37,158
2020-10-15,187,36,35,62,54,252.79679144385025,535,474251,82,16,49,40,87.000000000000000000,39,148
2023-03-09,184,42,39,53,50,236.375,586,506112,75,16,68,25,63.000000000000000000,41,143
2021-03-20,175,34,29,62,50,252.88571428571427,511,462762,60,19,52,44,66.000000000000000000,32,143
2021-05-08,177,37,27,59,54,259.3333333333333,537,483050,71,14,57,35,71.000000000000000000,28,149
2021-08-29,197,46,35,60,56,273.71065989847716,581,534022,81,20,64,32,80.000000000000000000,32,165
2020-10-03,192,37,32,71,52,262.9375,597,533820,83,22,46,41,59.000000000000000000,36,156
2022-05-14,188,36,44,54,54,248.3031914893617,512,540021,81,27,51,29,65.000000000000000000,45,143
2020-06-06,188,34,39,51,64,260.97872340425533,572,535838,77,17,59,35,80.000000000000000000,27,161
2023-04-08,189,37,36,54,62,244.42328042328043,541,508586,73,21,58,37,75.000000000000000000,34,155
2020-09-08,210,49,50,54,57,235.0952380952381,638,557081,82,24,63,41,72.000000000000000000,39,171
2020-06-08,178,38,37,49,54,254.48876404494382,546,475420,65,17,50,46,77.000000000000000000,26,152
2023-02-13,165,30,36,48,51,262.05454545454546,497,446858,71,7,49,38,67.000000000000000000,32,133
2023-05-18,176,28,30,62,56,249.41477272727272,530,500611,82,20,40,34,69.000000000000000000,35,141
2022-06-15,174,34,38,49,53,264.6896551724138,538,485186,72,16,49,37,74.000000000000000000,42,132
2023-03-21,174,37,37,49,51,253.5287356321839,506,483583,75,15,45,39,75.000000000000000000,25,149
2020-01-27,185,31,33,61,60,246.45405405405404,558,510072,76,21,52,36,86.000000000000000000,38,147
2022-12-07,183,27,38,59,59,258.7158469945355,575,501181,73,20,55,35,57.000000000000000000,37,146
2023-01-06,187,30,37,54,66,240.8342245989305,548,524333,70,25,50,42,78.000000000000000000,32,155
2022-04-07,202,48,33,67,54,248.8910891089109,582,514416,80,24,53,45,82.000000000000000000,43,159
2022-05-10,177,37,36,47,57,268.3898305084746,527,468174,69,21,52,35,77.000000000000000000,32,145
2023-07-11,191,44,44,54,49,250.0523560209424,560,504505,83,21,56,31,70.000000000000000000,27,164
2022-08-26,173,35,22,63,53,229.3121387283237,509,450711,66,15,58,34,76.000000000000000000,34,139
2022-11-09,175,36,31,49,59,256.10857142857145,571,498383,68,18,55,34,62.000000000000000000,40,135
2022-05-12,185,34,41,42,68,232.65945945945947,530,498905,84,19,48,34,73.000000000000000000,37,148
2022-07-09,191,41,33,54,63,249.14659685863873,566,506347,75,23,52,41,82.000000000000000000,34,157
2023-04-15,189,36,46,51,56,278.3809523809524,558,478192,76,26,54,33,80.000000000000000000,47,142
2020-04-04,183,39,35,60,49,249.92349726775956,517,503066,73,12,56,42,71.000000000000000000,42,141
2020-07-08,206,50,40,56,60,239.83495145631068,613,533241,86,20,55,45,89.000000000000000000,40,166
2020-02-06,193,37,42,51,63,278.26943005181346,600,543431,81,19,49,44,78.000000000000000000,34,159
2021-11-18,195,33,47,58,57,250.17948717948718,591,524396,77,14,62,42,91.000000000000000000,44,151
2021-08-14,178,36,40,56,46,239.02808988764045,502,499237,66,17,49,46,70.000000000000000000,29,149
2021-01-03,178,36,40,48,54,269.4550561797753,515,466876,71,18,61,28,72.000000000000000000,30,148
2020-05-03,171,37,34,47,53,268.90058479532166,524,439784,72,18,45,36,60.000000000000000000,24,147
2020-03-12,182,40,31,58,53,257.15934065934067,546,490579,69,15,59,39,69.000000000000000000,27,155
2022-05-27,185,35,43,54,53,265.25405405405405,538,497194,76,10,50,49,82.000000000000000000,46,139
2020-11-03,182,32,33,51,66,248.71978021978023,513,482009,76,17,62,27,70.000000000000000000,41,141
2021-08-04,187,28,29,55,75,258.4438502673797,563,475081,69,16,62,40,78.000000000000000000,35,152
2020-08-02,170,44,35,42,49,241.95882352941177,527,490524,72,20,41,37,60.000000000000000000,43,127
2021-08-22,176,39,29,47,61,254.5625,535,502083,69,17,58,32,75.000000000000000000,32,144
2022-03-13,207,44,31,65,67,255.88888888888889,613,563865,94,15,59,39,79.000000000000000000,45,162
2023-08-31,173,35,41,43,54,250.4277456647399,516,435352,69,22,50,32,74.000000000000000000,43,130
2020-05-16,193,36,41,67,49,264.7720207253886,610,460798,83,11,68,31,84.000000000000000000,31,162
2021-11-27,174,41,31,50,52,272.3333333333333,535,450128,68,20,50,36,76.000000000000000000,46,128
2022-10-17,170,30,40,47,53,245.1529411764706,535,464973,70,15,59,26,67.000000000000000000,41,129
2020-09-26,176,27,30,59,60,258.32954545454544,544,466145,82,12,58,24,66.000000000000000000,34,142
2022-05-30,187,44,36,59,48,230.3101604278075,555,506084,74,15,57,41,76.000000000000000000,36,151
2022-01-22,187,36,36,62,53,240.75401069518716,578,505926,83,15,52,37,64.000000000000000000,37,150
2022-01-04,199,50,35,61,53,257.19095477386935,594,530736,77,18,69,35,61.000000000000000000,42,157
2021-10-14,183,36,32,68,47,252.20218579234972,541,460719,66,19,65,33,73.000000000000000000,33,150
2023-08-22,198,42,42,56,58,244.7979797979798,577,524736,79,17,62,40,80.000000000000000000,33,165
2022-05-16,182,38,31,63,50,274.5274725274725,539,488565,64,20,60,38,72.000000000000000000,34,148
2021-09-18,220,57,45,60,58,254.45909090909092,620,571791,88,28,62,42,92.000000000000000000,39,181
2022-02-05,188,30,36,64,58,262.0691489361702,557,527882,81,21,56,30,74.000000000000000000,31,157
2022-10-27,196,43,30,63,60,243.08163265306123,609,506445,84,16,61,35,64.000000000000000000,44,152
2022-05-29,188,31,38,56,63,266.1170212765957,575,553115,72,23,49,44,79.000000000000000000,38,150
2022-12-18,165,24,30,59,52,247.73333333333332,492,460076,63,24,49,29,64.000000000000000000,30,135
2021-01-21,151,29,22,49,51,252.23841059602648,459,414853,56,15,47,33,55.000000000000000000,36,115
2020-03-19,201,40,41,55,65,280.29353233830847,612,570671,80,12,68,41,86.000000000000000000,45,156
2023-01-22,160,25,30,57,48,250.55,488,415301,81,20,25,34,70.000000000000000000,30,130
2023-03-29,182,38,31,55,58,251.1043956043956,543,491013,84,17,51,30,74.000000000000000000,39,143
2022-10-30,189,42,34,49,64,232.4920634920635,555,517714,81,13,54,41,80.000000000000000000,40,149
2020-01-30,180,30,29,69,52,257.78333333333336,573,469864,62,23,60,35,75.000000000000000000,33,147
2022-09-27,205,27,47,59,72,261.5121951219512,620,566500,74,15,64,52,95.000000000000000000,41,164
2021-04-03,178,52,31,37,58,254.2078651685393,537,468286,75,19,48,36,70.000000000000000000,34,144
2023-08-05,170,40,34,54,42,252.3,543,470578,64,24,48,34,64.000000000000000000,33,137
2021-06-29,194,39,40,58,57,259.3144329896907,575,543955,86,21,48,39,73.000000000000000000,38,156
2023-04-13,201,39,33,62,67,240.61691542288557,575,537078,76,19,62,44,81.000000000000000000,39,162
2023-08-13,203,38,41,60,64,237.13300492610838,628,556948,81,24,59,39,88.000000000000000000,33,170
2020-06-23,189,35,38,57,59,248.1957671957672,564,511355,80,14,60,35,80.000000000000000000,37,152
2022-09-18,201,44,35,55,67,252.72139303482587,595,539064,83,14,61,43,82.000000000000000000,34,167
2020-06-21,184,32,35,59,58,266.4021739130435,539,494603,68,23,58,35,87.000000000000000000,31,153
2022-01-17,187,34,38,62,53,264.4385026737968,541,525147,80,18,62,27,78.000000000000000000,30,157
